UserId,ProductId,Rating,subCategory,articleType,baseColour,Timestamp,productDisplayName,
ADURH4ZDRMZV6,3227001055,4,Apparel Set,Kurta Sets,Black,1369440000,Aneri Women Black & Maroon Salwar Suit,
AXVLSEEYTC4Z9,3227001055,1,Bags,Clutches,Red,1372809600,Spice Art Women Ribbon Embroidery Red Clutch,
AGGXC77INUISD,3227001055,5,Sandal,Sandals,Beige,1405296000,Estd. 1977 Men Beige & Green Sandals,
A10REFE1TW3ZVT,3227001381,5,Bags,Handbags,Brown,1350691200,Rocky S Women Brown Handbag,
A3M7ROZKQW6F69,3227001381,4,Sandal,Sandals,Black,1351814400,Coolers Men Black Sandals,
A271KYL82709TY,3227001381,5,Topwear,Shirts,Red,1382400000,Levis Men Check Red Shirts,
A1OON4OPP58E26,3227001381,5,Topwear,Shrug,Pink,1372204800,Tonga Women Pink Printed Shrug,
A3COLQK8Y9V9A5,3227001381,5,Innerwear,Briefs,Grey,1345680000,Chromozome Men Grey Briefs,
A28H0PAQPYKN94,3227001381,5,Topwear,Tshirts,Black,1371859200,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,
AYI1LDJYGG0ZK,3227001381,4,Shoes,Flats,Copper,1357257600,Portia Women Copper-Toned & Brown Sandals,
A3T5EYVSBN3QQX,3227001381,2,Topwear,Shirts,Black,1363219200,Spykar Men Black and white Check Shirt,
A3E4N6O6WC8LEX,3227001381,5,Bags,Backpacks,Black,1323216000,Nike Unisex Swoosh Black Backpack,
A30IURTQM5NNA4,3227001381,5,Topwear,Tshirts,Black,1376524800,Myntra Men's Brain Black T-shirt,
A100GYE1W4OXZ8,3227001381,5,Shoes,Sports Shoes,White,1372032000,Nike Men Air Relentless 2 MSL White Sports Shoes,
A1ZWS1H6H06Y2J,3227001381,5,Shoes,Casual Shoes,Black,1342915200,ADIDAS Men Black Anzo Breeze Casual Shoes,
A3BMQUL5QATQIW,3227001381,5,Watches,Watches,White,1368057600,Fastrack Women White Dial Watch,
AI5JNFT6YBQQY,3227001381,5,Jewellery,Bracelet,Steel,1362873600,Revv Men Steel Bracelet,
A2H79ANDK766S1,3227001381,4,Innerwear,Bra,Black,1404432000,Lovable Women All Day Long Black Bra,
A3LO1A9N0F0TXE,3227001381,5,Headwear,Caps,White,1345507200,Manchester United Men Solid White Cap,
A2JYNUBR7H2W41,3227001381,5,Shoes,Heels,Black,1339027200,Rocia Women Black Heels,
A2O9UKJ2FR0GZ4,3227001381,5,Topwear,Tshirts,Yellow,1389225600,Puma Men ducati logo tee Yellow Tshirts,
A1O5Z4ZKPMHORQ,3227001381,5,Shoes,Casual Shoes,White,1326499200,Numero Uno Men White Casual Shoes,
A366PG2T9L9VSW,3227001381,2,Watches,Watches,Silver,1373068800,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,
A11AT6B3912DCU,3227001381,5,Innerwear,Innerwear Vests,White,1356652800,Levis Men White Innerwear Vest,
A2RCLQ2PS3PN8H,3227001381,5,Watches,Watches,Black,1384300800,Maxima Men Black Dial Watch,
A445U3NN5XBYK,3227001381,3,Topwear,Tshirts,Purple,1374451200,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,
A3GAMJUEB4A4J9,3227001381,5,Topwear,Tshirts,Navy Blue,1381363200,Wrangler Men Furious Rides Navy Blue T-Shirts,
A7BCFTL2PU1NZ,3227001381,5,Saree,Sarees,Green,1359676800,FNF Green Wedding Collection Sari,
A87X19PQJFYFA,3292000971,5,Shoes,Casual Shoes,Red,1371859200,Rockport Men LLandro Red Casual Shoes,
A2F5SHIP4HF9,3292000971,5,Shoes,Casual Shoes,Green,1371254400,Skechers Women Green Shoe,
A305WEYT5UZKCZ,3292000971,5,Watches,Watches,Silver,1365724800,Maxima Men Ssteele Silver Dial Watch,
A2E8U0H25VGG3O,3423470476,1,Watches,Watches,Gold,1322438400,Titan Men Gold Dial Watch,
A2S1HDSZ0OGW1M,360211600X,5,Bottomwear,Trousers,Black,1332028800,John Miller Men Solid Type Black Trousers,
AFRE5F3MKUKME,360211600X,1,Topwear,Tshirts,Navy Blue,1392595200,Locomotive Men Navy Blue Printed T-shirt,
A11Q1HQ84F8POH,4057362797,1,Watches,Watches,Brown,1327017600,Maxima Men Brown Dial Watch,
A2CCV112TWLK7A,4057362843,5,Topwear,Sweatshirts,Black,1357084800,United Colors Of Benetton Women Light Winter Black Sweatshirts,
A2099WPFJKJKZC,4057362886,4,Shoes,Flats,Brown,1377043200,Catwalk Women Brown Sandals,
A1T8YQ4FFMWQPC,4057362894,5,Fragrance,Perfume and Body Mist,White,1387065600,Nike Fragrances Women 5th Element Perfume 150 ml,
AZLE2XFH3JUNG,4057362894,5,Bags,Handbags,White,1367193600,Kiara Women Graphiti White Handbag,
A99JEK1Z8S1T0,4057362967,5,Eyewear,Sunglasses,Grey,1404864000,Louis Philippe Men Grey Sunglasses,
A2OCBW6UQ8GS7L,4057363823,5,Topwear,Shirts,Blue,1252281600,Mark Taylor Men Striped Blue Shirt,
AI6IXAB24N30W,4057363823,1,Jewellery,Earrings,Silver,1264118400,Fabindia Women Anusuya Silver Earrings,
AZLE2XFH3JUNG,4057368825,5,Shoes,Casual Shoes,Black,1367193600,Lotto Unisex Canvas Black Check Shoe,
A2GPHFP5QKF0CO,4057368825,2,Belts,Belts,Tan,1374192000,Peter England Men Casual Tan Belt,
A2ZZ26N7K9BSFB,4057368825,5,Shoes,Formal Shoes,Black,1376956800,Arrow Men Formal Black Shoe,
A1MID7V80H36FX,4057553908,2,Belts,Belts,Grey,1365724800,Lino Perros Women Weaved  Grey Belt,
A10ZKDOZOSH219,4057553908,5,Topwear,Tops,Blue,1347235200,Lee Women Paula Blue Top,
A1CNSLLYW5A8YB,5297000963,5,Shoes,Casual Shoes,Black,1397433600,Vans Unisex Black & Grey Classic Shoes,
ARUSOE3CJ7TNF,5297000963,1,Topwear,Shirts,Black,1395619200,United Colors of Benetton Men Short Black Shirts,
A2Z9QP4MZ2HXCZ,5357954771,3,Fragrance,Deodorant,Black,1376352000,Reebok Men Pack of 2 Pirates of the Caribbean Deos,
ACZ94JB8BFMJ9,5357954771,5,Topwear,Tshirts,Black,1385251200,Nike Men Printed Black T-shirt,
A36ZKFLSDE8WX5,5357954771,5,Lips,Lipstick,Brown,1270252800,Colorbar Soft Touch Mousse Lipstick 025,
AVCSVH9L0BPIF,5357954771,5,Bags,Handbags,Brown,1341532800,Murcia Women Casual Brown Handbag,
A2VF4TALLW8G9,535795531X,5,Bottomwear,Trousers,Blue,1396915200,ONLY Women directoire blue Trousers,
A3UFMKLD77O21S,535795531X,5,Fragrance,Deodorant,Pink,1302652800,Colour me Women Flowers Deo,
A1QPQIJVS0JC5Y,535795531X,5,Topwear,Tops,Blue,1235606400,Gini and Jony Girls Pretty Blossom Blue Top,
A2UQZD76FKVQ6D,535795531X,5,Shoes,Formal Shoes,Brown,1335225600,Carlton London Men Formal Brown Formal Shoes,
A1LNS0V7YBBJJE,535795531X,5,Topwear,Kurtas,Red,1359158400,Vishudh Women Red Printed Kurta,
A3B0M39TDARC6X,535795531X,5,Watches,Watches,Black,1397347200,ADIDAS Unisex Response ST Analogue Black Watch,
A1ZNOA9OHWIVMH,535795531X,5,Topwear,Tops,Beige,1347321600,s.Oliver Women Stripes Beige Top,
A15ELVI3I6G1SQ,535795531X,5,Bottomwear,Shorts,Pink,1329782400,Nike Women Solid Pink Shorts,
A35ELDPD0N7T0U,535795531X,5,Innerwear,Camisoles,Maroon,1354924800,Red Rose Maroon Camisole,
A1B07LXV78TWZ,535795531X,5,Innerwear,Boxers,Multi,1311724800,Probase Multicoloured Printed Boxers,
A29LZJWIY7KJZR,535795531X,5,Topwear,Tshirts,Blue,1341532800,Classic Polo Men Stripes Blue Tshirts,
A13IIHXY0QX4Y4,535795531X,3,Bags,Handbags,Blue,1356566400,Baggit Women Blue Bag,
A1AM400PUH70WO,535795545X,5,Topwear,Tshirts,Navy Blue,1371513600,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt,
A18X2IP46I5JB8,535795545X,5,Topwear,Tops,Pink,1370476800,Doodle Kids Girls Pink I love Shopping Top,
A2DT0SAXS5DIL8,535795545X,5,Shoes,Sports Shoes,Black,1294444800,Lotto Men Atlantica Black Sports Shoe,
A29AQSCFQ1OZ9R,535795545X,5,Topwear,Tshirts,Grey,1360022400,Little Miss Women Printed Grey T-shirt,
A225BCNNIG03JT,535795545X,3,Bags,Backpacks,Red,1316995200,ADIDAS Unisex Chicago Bulls Red Backpack,
A3590W7FEAGQY4,535795545X,5,Bottomwear,Jeans,Black,1396051200,Jealous 21 Women Black Jegging,
A1U6E8IJEATCYM,535795545X,5,Shoes,Sports Shoes,Black,1356998400,ADIDAS Men Sports Black Sports Shoes,
A1X1X91COEBHVI,5357955743,5,Topwear,Kurtas,Magenta,1395014400,Mother Earth Women Magenta Kurta,
A2RNK4TW1FPXEF,5357955751,5,Flip Flops,Flip Flops,Black,1404259200,Numero Uno Men Black Flip Flops,
AYHZNXRPOHMO2,5357955786,5,Bags,Handbags,Brown,1385078400,Murcia Women Snake Print Bag Brown Handbags,
A3NIHH9X6L3RRM,5357955786,5,Topwear,Tshirts,Navy Blue,1396915200,Myntra Men's If You Don't Like Navy Blue T-shirt,
A1UDWB8WFFGN55,5357955786,5,Jewellery,Jewellery Set,Gold,1361923200,Estelle Women Earrings & Pendant Set,
A20LFHVP5CMQ1,5357955786,5,Topwear,Dupatta,Orange,1394409600,Aurelia Women Voile Orange Dupatta,
A16495HOSCEV0N,5357955832,5,Watches,Watches,White,1403913600,DKNY Women White Dial Watch NY8472,
A22ET3HEUN5JNP,5357955867,2,Bottomwear,Track Pants,Navy Blue,1342656000,ADIDAS Men Solid Navy Blue Track Pant,
A1NNJ0MNFIF3Z8,5357955867,5,Bottomwear,Capris,Black,1147046400,Gini and Jony Girls Black Capris,
A2C55XULIQ3F8I,5357955867,4,Flip Flops,Flip Flops,Red,1141948800,Gliders Men Esquire Red Flip Flops,
AOJRTF5PJMIR6,5357955867,5,Shoes,Sports Shoes,Lavender,1354147200,ADIDAS Women Lavender Hagkok Sports Shoes,
ACUB5EB5F72B9,5357955867,5,Innerwear,Bra,White,1360454400,Enamor White Bra,
A1XD9BN1CBR8U4,5357955905,5,Bottomwear,Shorts,Black,1195948800,Gini and Jony Kids Boys Solid Black Shorts,
A2K18LH5HC6K9B,5357955905,5,Shoes,Sports Shoes,White,1295654400,F Sports Men White Outlander Sports Shoes,
A38JQUXZTKKHQP,5357955905,4,Lips,Lip Gloss,Brown,1313884800,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024,
A1QMSSMUBUXX5S,5357955905,5,Bottomwear,Trousers,Grey,1368057600,John Miller Men Dark Grey Trousers,
A3VUS3HC1CCVOQ,5357955948,4,Topwear,Tshirts,Black,1358726400,Tantra Women Flower Heart Black Long T-shirt,
A19VNE2EF1QYNE,5357955948,1,Watches,Watches,White,1361923200,Police Men White Dial Watch PL12698JS,
A1L8MP88Q3DXXJ,5357955948,2,Topwear,Kurtas,Sea Green,1363737600,Aurelia Women Sea Green Kurta,
AEPAHTOT8YT04,5357955948,5,Shoes,Casual Shoes,Black,1326067200,FILA Men Liga II Black Shoes,
AM0RSD59GI2IK,5357955948,5,Jewellery,Earrings,Gold,1325116800,Estelle Women Gold Earrings,
A2XYBHUJ7E1QDR,5357955948,5,Topwear,Tops,Purple,1376956800,Jealous 21 Women Uaine Purple Tops,
A39GFZUNMWJ44J,5357955948,5,Bottomwear,Jeans,Navy Blue,1303257600,Tokyo Talkies Women Navy Slim Fit Jeans,
